"Id","NIF__c","Name","BillingStreet","BillingCity","BillingPostalCode","BillingCountryCode"
"0012400000bfuh1AAA","501385770","DISPORSADO - MAQUINAS DE ESCRITORIO, LDA","AVENIDA DOM JOÃO II, 14B","SETÚBAL","2910-548","PT"
"0012400000Z5yi7AAB","193022885","GRAÇA, MARCO PEDRO ESCOBAR MEIRELES","RUA ALBERTO VIEIRA BRAGA, 591, CREIXOMIL","GUIMARÃES","4835-011","PT"
"0012400000Wm2GhAAJ","506526852","INFORHARD - SOLUÇÕES INFORMÁTICAS, LDA","RUA EÇA DE QUEIRÓS, 17","AZEITÃO","2925-637","PT"
"0012400000UQhZ5AAL","505847663","BASEPOINT - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA PONTE DA PEDRA, 406G","MAIA","4470-108","PT"
"001240000104UTSAA2","503804703","ACL - ANDRÉ & CARVALHO, SERVIÇOS DE INFORMÁTICA, LDA","CAMPO PEQUENO, 11 4ºDTO.","LISBOA","1000-078","PT"
"0012400000zc46qAAA","508529271","PLIO, LDA","RUA DOUTOR AMÍLCAR CAMPOS, 87","AMOREIRA","2510-402","PT"
"0012400000UQhpDAAT","505750660","CROSS INFORMÁTICA - COMERCIALIZAÇÃO DE PRODUTOS INFORMÁTICOS, LDA","ESTRADA DE SÃO MARCOS, CENTRO EMPRESARIAL ELOSPARK II, ESCRITÓRIO 14","SÃO MARCOS","2735-521","PT"
"0012400000zc3NKAAY","503041688","UTIL-SOFT UTILITÁRIOS E SOFTWARE, LDA","RUA CAMILO CASTELO BRANCO, 643 R/C ESQ.","VIANA DO CASTELO","4900-437","PT"
"0012400000WmXKHAA3","505955547","EASYTEC - SOLUÇÕES INFORMÁTICAS, LDA","RUA DOUTOR GAMA BARROS, 17 A/B","LISBOA","1700-143","PT"
"0012400000V9WK4AAN","505105187","READY TO COPY COMÉRCIO E REPARAÇÃO DE MATERIAL DE ESCRITÓRIO, LDA","RUA PROFESSOR JOAQUIM BARROS LEITE, EDIFÍCIO IMPÉRIO, BLOCO 1, LOJA 2","FELGUEIRAS","4610-211","PT"
"0012400000V8tgBAAR","502686910","ATLAS - INFORMÁTICA, LDA","RUA DAS FLORES, 20","LISBOA","1200-195","PT"
"0012400000V9dLlAAJ","502078200","INFORDIGITO - EQUIPAMENTOS DE ESCRITÓRIO, LDA","Estrada da Bela Vista, Nº 99 B/C, Vale Fetal","Charneca Da Caparica","2820-170","PT"
"0012400000epAGUAA2","501931856","SISTECÓPIA - SISTEMAS E MÁQUINAS DE ESCRITÓRIO, LDA","RUA MAJOR NEUTEL DE ABREU, 7C","LISBOA","1500-409","PT"
"0012400001053YZAAY","509212956","IMPACTZERO SOFTWARE, UNIPESSOAL, LDA","VALINHA","MOREIRA","4950-605","PT"
"0012400001053IIAAY","509406734","JFM - SI CONSULTING, UNIPESSOAL, LDA","RUA DO CERCAL, 182 MORADIA 20 - CONDOMINIO CAMPO BELO, CERCAL","SÃO FRANCISCO","2890-303","PT"
"0012400000V9SfoAAF","503135887","DIGIATLAS - SISTEMAS INFORMÁTICOS E MATERIAL DE ESCRITÓRIO, LDA","RUA MARCOS DE ASSUNÇÃO, 29 R/C ESQ.","ALMADA","2805-290","PT"
"0012400000W5FrVAAV","501486399","LITINFOR - INFORMÁTICA DE LISBOA, LDA","RUA LUCIANO CORDEIRO, 70","LISBOA","1150-217","PT"
"0012400001053EzAAI","509449921","MAFERMAQ - MÁQUINAS FERRAMENTAS, LDA","RUA DE SANTO ANTÓNIO, 821 ARMAZÉM E - AVIOSO (SANTA MARIA)","MAIA","4475-611","PT"
"0012400000VClmEAAT","503166030","PR - INFORMÁTICA, LDA","RUA DOUTOR MÁRIO CAL BRANDÃO, 833","VALONGO","4440-678","PT"
"0012400000VCiYkAAL","509926509","PETIZ & ASTUTO UNIPESSOAL, LDA","RUA FRANCISCO BUGALHO, 6 1ºESQ.","AMADORA","2700-400","PT"
"0012400000VClWpAAL","501933840","BELTRÃO COELHO (MINHO) - SISTEMAS DE ESCRITÓRIO, LDA","RUA DAS PORTAS, 161","BRAGA","4705-105","PT"
"0012400000VCmkBAAT","503831077","RH PRO - CONSULTADORIA E INFORMÁTICA, LDA","AVENIDA DE FERNÃO DE MAGALHÃES, 2962","PORTO","4350-162","PT"
"0012400000VCmb0AAD","509092950","SOLID BRIDGE, LDA","RUA DO PROGRESSO, 835","PERAFITA","4455-534","PT"
"0012400000W2YSnAAN","506778169","ASSISPROTECH - SERVIÇOS INTEGRADOS DE GESTÃO DE REDES INFORMÁTICAS, LDA","RUA DOUTOR JOÃO GOMES PATACÃO, 21A","MOSCAVIDE","1885-047","PT"
"0012400000VCmhgAAD","503153460","LISTOPSIS NORTE - TECNOLOGIAS DE INFORMAÇÃO, S.A.","RUA BOLAMA, 181","PORTO","4200-139","PT"
"0012400000VCh7yAAD","508722977","WINSIG - SOLUÇÕES DE GESTÃO, LDA","RUA CENTRAL PARK, 2 4ºA","LINDA A VELHA","2795-242","PT"
"0012400001JqjxdAAB","509150357","SAEVE - ALARMES, UNIPESSOAL, LDA","RUA GRUPO DE INSTRUÇÃO POPULAR, 19 FRACÇÃO O LOJA 15","AMOREIRA","2645-205","PT"
"0012400001JqYbSAAV","513523502","MEGA SISTEMAS, LDA","RUA DOUTOR ANTÓNIO JOSÉ DE ALMEIDA, 9A, VENDA NOVA","AMADORA","2700-269","PT"
"0012400001JqnWHAAZ","513308407","OPTITELCAB, LDA","RUA JOLY BRAGA SANTOS NRº 14 B","AMORA","2845-117","PT"
"0012400001054JdAAI","507773462","SEGUNDA FASE - SOLUÇÕES TECNOLÓGICAS, UNIPESSOAL, LDA","RUA DOUTOR EGAS MONIZ, 147","VILA MOREIRA","2380-654","PT"
"0012400000VcFsAAAV","508018030","2007 COM, LDA","VEREDA MANUEL SANTOS LESSA, 160","MAIA","4470-080","PT"
"0012400001PBT24AAH","513627545","CCK GATE, LDA","PRAÇA PAULO VI, 318 LOJA F","VISEU","3510-099","PT"
"0012400001PBSykAAH","513337369","IMPRESCÍNDIVEL ALCANCE, UNIPESSOAL, LDA","PRAÇA PAULO VI, 318 LOJA F, EDIFICIO DA TÍLIAS","VISEU","3510-099","PT"
"0011o00001T0eS9AAJ","500663173","TAVARES & NEVES, LDA","ESTRADA NACIONAL 1","MOURISCA DO VOUGA","3750-777","PT"
"0011o00001T1KmGAAV","509181597","J T CORK, UNIPESSOAL, LDA","RUA BELA ROSA, 129","PAÇOS DE FERREIRA","4590-547","PT"
"0011o00001TNZDmAAP","513118314","TECHNOPOMPE SERVICE - COMÉRCIO E ASSISTÊNCIA, LDA","RUA DA BOAVISTA, 28 ARMAZÉM 11","GRIJÓ","4415-549","PT"
"0011o00001TNmwhAAD","513621946","EPHS - SOLUÇÕES INTEGRADAS DE SAÚDE, LDA","RUA CESALTINA FIALHO GOUVEIA, 629","ALCABIDECHE","2645-038","PT"
"0011o00001TNjNIAA1","513060219","ESNOVA PORTUGAL - IDEIAS DE ARMAZENAGEM, LDA","RUA MONTE DE ALÉM, 164","CANELAS","4410-268","PT"
"0011o00001TNXa0AAH","980482410","COPIGES EQUIPOS Y TARJETAS DE SEGURIDAD, SL - SUCURSAL EM PORTUGAL","AVENIDA CAMILO CASTELO BRANCO, 10A","AMADORA","2610-031","PT"
"0011o00001TNtwFAAT","509524320","VISUALBIT - SISTEMAS INFORMÁTICOS, LDA","RUA JOSÉ DA COSTA LEAL E BRITO, BLOCO C1 LOJA C","LOULÉ","8100-597","PT"
"0011o00001TOSYNAA5","512099057","NEWSOFTER - INFORMÁTICA DE GESTÃO, LDA","CARREIRINHA, 28/30","ANGRA DO HEROÍSMO","9700-037","PT"
"0011o00001TPsBbAAL","510410022","INFORWARE - SISTEMAS DE INFORMAÇÃO, UNIPESSOAL, LDA","TRAVESSA FREI AGOSTINHO DA CRUZ, 1","AZEITÃO","2925-617","PT"
"0011o00001TQDXFAA5","513107517","HIDEPIXEL, LDA","AVENIDA ROBERT SMITH, 31, CENTRO DE SERVIÇOS DOMUS QUALITAS - FRAIÃO","BRAGA","4715-249","PT"
"0011o00001Uh7wmAAB","514795085","ZONA ATIVA - SISTEMAS DE ELECTRICIDADE E SEGURANÇA, LDA","RUA CALOUSTE GULBENKIAN, 1 LJ 15","PORTO","4050-145","PT"
"0011o00001TNQCMAA5","503293890","ROLFRIO - SOCIEDADE COMERCIAL DE EQUIPAMENTOS HOTELEIROS, LDA","RUA FERNANDO PESSOA, 17A","ENTRONCAMENTO","2330-156","PT"
"0011o00001TNQA2AAP","514312602","ESTRELAS E TROVAS, UNIPESSOAL, LDA","BECO DO SERRADO, 2","COVILHÃ","6200-201","PT"
"0011o00001Uh6f5AAB","506816400","INFOR - ROMBA - COMERCIO DE MATERIAL INFORMATICO, LDA","RUA DOUTOR FRANCISCO SÁ CARNEIRO, LOTE 7 LOJA B, EXPANSÃO SUL","LOULÉ","8100-578","PT"
"0011o00001TNQF2AAP","510804020","DESAFIOS ESTIMULANTES - UNIPESSOAL, LDA","Av. Dom João II 35 7º C/D","LISBOA","1990-083","PT"
"0011o00001TQwhhAAD","503108596","T & T - MULTIELÉCTRICA, LDA","CRASTO","CRASTO","3670-058","PT"
"0011o00001TQnn0AAD","512036934","AÇORILHAS - SOCIEDADE INSULAR DE REPRESENTAÇÕES, LDA","RUA 25 DE ABRIL, 12, CALHETA (SÃO JORGE)","CALHETA","9850-032","PT"
"0011o00001TQo5xAAD","510915892","AÇORETICA - SOFTWARE, CONSULTORIA, CONTABILIDADE E FORMAÇÃO, LDA","RUA 25 DE ABRIL, 12","CALHETA","9850-032","PT"
"0011o00001TQH7UAAX","500682127","KYOCERA DOCUMENT SOLUTIONS PORTUGAL - EQUIPAMENTOS DE ESCRITÓRIO, UNIPESSOAL, LDA","RUA DO CENTRO CULTURAL, 41","LISBOA","1700-106","PT"
"0011o00001Ts7sUAAR","503585491","INFOSISTEMA - SISTEMAS DE INFORMAÇÃO, S.A.","AVENIDA JOSÉ GOMES FERREIRA, 11 SALA 34, EDIFÍCIO ATLAS II","MIRAFLORES","1495-139","PT"
"0011o00001Ts0TcAAJ","513871918","RUI MANUEL MARTINS DA SILVA SANTOS, UNIPESSOAL, LDA","RUA ALMIRANTE REIS, 210","PALHAIS","2830-461","PT"
"0011o00001TsfR8AAJ","E-27026574","Magarpa, CB","","","","PT"
"0011o00001UfX2QAAV","510102328","MOREIRA & VILA VERDE, UNIPESSOAL, LDA","RUA LUÍS BARROSO, ED. INFANTE D. HENRIQUE, BLOCO D/E","FAMALICÃO","4470-133","PT"
"0011o00001UfclBAAR","510645518","MASSISTANCE, LDA","RUA PRINCIPAL DE PONTE DE VAGOS, 172 1ºD, EDIFÍCIO PRISMA","PONTE DE VAGOS","3840-326","PT"
"0011o00001UfY4JAAV","501049738","FOZMÁQUINA - SOCIEDADE DE MÁQUINAS E FERRAMENTAS DA FIGUEIRA, LDA","RUA FERNANDES TOMÁS, 40/46","FIGUEIRA DA FOZ","3080-051","PT"
"0011o00001UfvWdAAJ","510916074","NG05, UNIPESSOAL, LDA","QUINTA DA SAÚDE, LOTE A2A 2ºFRENTE","BENAVENTE","2130-303","PT"
"0011o00001UfxlQAAR","502064080","A.MENDES DA SILVA, LDA","TRAVESSA DO ADRO, 2H/2K","LISBOA","1800-004","PT"
"0011o00001UfB7KAAV","509468284","ANADITEL, TELECOMUNICAÇÕES E INOVAÇÕES, LDA","RUA DA CERCA DE CIMA, 9","SÃO PEDRO","3780-415","PT"
"0011o00001UfXjZAAV","503459895","MAQUITUDO - SOCIEDADE DE MÁQUINAS E FERRAMENTAS, LDA","RUA PRINCIPAL, 83","CASTANHEIRO","3080-753","PT"
"0011o00001UI4W7AAL","509934730","RTEMPERO, LDA","HEMICICLO JOÃO PAULO II, 6 R/C DTO.","CALDAS DA RAINHA","2500-212","PT"
"0011o00001TteMJAAZ","501796177","CARRUNA, LDA","ESTRADA SANTA EULALIA","SANTA EULÁLIA","8200-269","PT"
"0011o00001UhEKCAA3","226987728","PEDRO MIGUEL SANTANA","RUA MIGUEL BOMBARDA, 718","QUINTA DO CONDE","2975-296","PT"
"0011o00001TOhkDAAT","506504662","SISTEMAS IDEAIS - SOLUÇÕES EM TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA JOSÉ DA SILVA MOUTA, 45","PERAFITA","4455-565","PT"
"0011o00001UiIadAAF","510771351","I2S II - BROKERS SOFTWARE SOLUTIONS, S.A.","RUA ZAMBEZE, 289","PORTO","4250-505","PT"
"0011o00001Tu4x7AAB","500109036","FAMO COMERCIAL - MOBILIÁRIO DE ESCRITÓRIO, LDA","RUA 1º DE MAIO, 112","LOUSADA","4620-131","PT"
"0011o00001TtwTIAAZ","514757566","STRONG & GREAT - SOLUTIONS, UNIPESSOAL, LDA","ESTRADA DE PAÇO DE ARCOS, 58","PAÇO DE ARCOS","2770-130","PT"
"0011o00001Tu4uSAAR","510164943","CONSUL BEEXPAND, UNIPESSOAL, LDA","PRAÇA DO BOCAGE, 11","BRAGA","4710-360","PT"
"0011o00001Tu4yZAAR","508453259","DIVULTEC - SERVIÇOS DE INFORMÁTICA, LDA","RUA ESCULTOR BARATA FEYO, 136","PORTO","4250-076","PT"
"0011o00001TuP22AAF","510749054","RUI PEDRO SIMÃO ALMEIDA VIEIRA - TECNOLOGIAS, LDA","AVENIDA 1º DE MAIO, 20A R/C","CALDAS DA RAINHA","2500-081","PT"
"0011o00001Tu1FKAAZ","514493500","PAULO RODRIGUES OLIVEIRA, UNIPESSOAL, LDA","RUA DA VENDA, 910","MARTIM","4755-312","PT"
"0011o00001TskUcAAJ","500393249","ATLÂNTICO NORTE - EQUIPAMENTOS DE ESCRITÓRIO, INFORMÁTICA E PAPELARIA, LDA","AVENIDA 24, 1013","ESPINHO","4500-201","PT"
"0011o00001TskVzAAJ","508691613","UTRADE - IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE MATERIAL DENTÁRIO, LDA","RUA DE SÃO GENS, 3964","CUSTÓIAS","4460-815","PT"
"0011o00001TskToAAJ","510673082","COFFEE H2O, UNIPESSOAL, LDA","AVENIDA MARECHAL HUMBERTO DELGADO, 22 - ANTAS","VILA NOVA DE FAMALICÃO","4760-012","PT"
"0011o00001TskQaAAJ","503108642","EMBALCER - EQUIPAMENTOS E MATERIAIS DE EMBALAGEM, LDA","RUA DE SÃO CAETANO, 250","CANELAS","4410-494","PT"
"0011o00001TsooaAAB","510674984","DENTALFORYOU, LDA","RUA ANTÓNIO SÉRGIO, 173","FAFE","4820-168","PT"
"0011o00001Uij4VAAR","514131292","AMPLEXTENSO, LDA","TRAVESSA DAS ANTAS, 61","PORTO","4350-048","PT"
"0011o00001UHnNDAA1","506625958","V.P.B.M.- CONTABILIDADE, INFORMÁTICA E FORMAÇÃO, LDA","RUA JAIME CORTESÃO, 9 LOJA 3","CANTANHEDE","3060-178","PT"
"0011o00001VTnlXAAT","514307420","TRÊS TÉCNICAS - APOIO AO ESPETÁCULO, LDA","AVENIDA FIGUEIREDO FARIA, 8","VILA DO CONDE","4480-669","PT"
"0011o00001UhgquAAB","514242230","JOAQUIM SANTOS GOMES & CELESTE GOMES, LDA","ALAMEDA EÇA DE QUEIRÓS, 45 R/C DTO.","CANELAS","4410-282","PT"
"0011o00001UhictAAB","510733476","JOINSALESBI, LDA","RUA DO COMÉRCIO, 1080","LOBÃO","4505-473","PT"
"0011o00001UJkNbAAL","513699830","ETCP - EUROPEAN TECHNOLOGIES COMMUNICATIONS PORTUGAL, S.A.","AVENIDA DA REPÚBLICA, 49 1ºDTO.","LISBOA","1050-188","PT"
"0011o00001UJkxAAAT","509273076","NÚMERO DE ESPÉCIE, LDA","RUA NOVA DE SANTA LEOCÁDIA, LOTE 23","BRAGA","4705-362","PT"
"0011o00001UJX4VAAX","502946474","TORRE MARCO - COMÉRCIO DE TRACTORES E ALFAIAS AGRÍCOLAS, S.A.","RUA NOVA DE VILARINHO","MACIEIRA DA MAIA","4485-373","PT"
"0012400000VkJP1AAN","503953709","PLANETA VIRTUAL - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA JÚLIO DINIS, 764 7º ESQ.","PORTO","4050-012","PT"
"0011o00001UFuGwAAL","514597615","IMEDIATO E APELATIVO AGÊNCIA DE COMUNICAÇÃO, LDA","RUA DOS BOMBEIROS VOLUNTÁRIOS, 2 ENTRADA B 1ºDTO.","MACEDO DE CAVALEIROS","5340-236","PT"
"0012400000Z5tg1AAB","513836047","VERDINCÓGNITO, UNIPESSOAL, LDA","RUA DA FÁBRICA, 9 2ºESQ.","PORTO ALTO","2135-144","PT"
"0011o00001Tu51JAAR","500094853","EMÍLIO DE AZEVEDO CAMPOS, S.A.","RUA SENHORA DA PENHA, 110/114","SENHORA DA HORA","4460-423","PT"
"0012400000bgNReAAM","510213065","ONECOM, LDA","RUA DOUTOR ANTÓNIO MANUEL TENREIRO DA CRUZ, 158 R/C LOJA C","TONDELA","3460-522","PT"
"0012400000bgNldAAE","502301627","INFOS - INFORMÁTICA E SERVIÇOS, S.A.","RUA VELOSO SALGADO, 1011, LEÇA DA PALMEIRA","MATOSINHOS","4450-801","PT"
"0012400000Z5t8PAAR","513373853","ZYRGON PORTUGAL, UNIPESSOAL, LDA","TRAVESSA SEBEIRO, 12","LISBOA","1300-526","PT"
"0011o00001VV5a3AAD","514183322","TECLA D'ADRENALINA, UNIPESSOAL, LDA","RUA DA VOLTINHA, 395 C1 R/C","PEDROSO","4415-369","PT"
"0011o00001VUrtpAAD","505016478","PINTO DA COSTA & COSTA, LDA","RUA DA INDÚSTRIA, 214","JESUFREI","4770-160","PT"
"0012400000VkWjPAAV","510176720","NEOGEN, LDA","AVENIDA INFANTE DOM HENRIQUE, 99 1ºESQ.","TERCENA","2730-100","PT"
"0011o00001Uz7F8AAJ","505526425","FILC - SISTEMAS DE ELECTRÓNICA, LDA","EDIFICIO FILADÉLFIA FRAÇÃO 1, RUA SENHORA DOS MILAGRES","VIZELA","4815-445","PT"
"0011o00001UzA3cAAF","504099876","TESTRANA - BALANÇAS E MÁQUINAS, LDA","RUA DE ADELINA OLIVEIRA CAVADAS DIAS, 83, ZONA INDUSTRIAL MILHEIROS","MAIA","4475-301","PT"
"0011o00001Uz3bcAAB","980449502","SONY EUROPE LIMITED, SUCURSAL EM PORTUGAL","AVENIDA DOM JOÃO II, LOTE 1.06.2.2.C 6.3º, EDIFÍCIO ATLANTIS","LISBOA","1990-095","PT"
"0011o00001Uz8NWAAZ","509985769","FACTOR TRIPLO, LDA","RUA DOUTOR RENATO MANSINHO DA GRAÇA, 26","TAVIRA","8800-363","PT"
"0011o00001Ux3DWAAZ","509478930","FIELDSERVICES - SERVIÇOS E COMUNICAÇÕES, LDA","Rua da Liberdade, 67, 1ª esQ","ALMADA","2805-353","PT"
"0011o00001VTq8NAAT","514612606","PMH HIGHTECH, UNIPESSOAL, LDA","RUA DE SANTANA, 189","LEÇA DO BALIO","4465-741","PT"
"0011o00001VTx6cAAD","503684767","J.MONTEIRO & FILHOS, LDA","PRACETA GENERAL HUMBERTO DELGADO, LOTE 4 B LOJA ESQ., MONTE ABRAÃO","QUELUZ","2745-318","PT"
"0011o00001VTv7hAAD","513550143","AXVISTECH, LDA","RUA JOSÉ MOURA COUTINHO, 608 1º, QUINTÃO","MURO","4745-330","PT"
"0012400000VpbUAAAZ","503154750","LOGIDOC - EQUIPAMENTOS DE ESCRITÓRIO E EDIÇÃO DE DOCUMENTOS, LDA","RUA DO BRASIL, 210/214","COIMBRA","3030-775","PT"
"0011o00001VTI0oAAH","510901522","RUI ADOLFO FERNANDES, UNIPESSOAL, LDA","PRACETA ESCOLA DO MAGISTÉRIO, 29 - MAXIMINOS","BRAGA","4700-222","PT"
"0011o00001VTHXfAAP","505203634","NORTINFO - REPARAÇÃO MATERIAL ESCRITÓRIO, LDA","TRAVESSA PADRE CRUZ, 19, FERREIROS","BRAGA","4700-236","PT"
"0011o00001VWsWxAAL","514337079","RAIVEL - INFORMÁTICA DE GESTÃO, LDA","ESTRADA NACIONAL 262, S/N","MIMOSA","7565-101","PT"
"0011o00001VWrm1AAD","511014864","VASCONCELOS & ABREU, LDA","RUA NOVA SÃO PEDRO, 28/30","FUNCHAL","9000-048","PT"
"0011o00001VWuBsAAL","509442013","NEXPERIENCE, LDA","RUA DA LIONESA, 446, EDIFÍCIO G20","LEÇA DO BALIO","4465-671","PT"
"0011o00001VVoeEAAT","510384021","ONSEARCH - CONSULTORIA E OUTSOURCING DE SERVIÇOS, LDA","CENTRO DE NEGÓCIOS DE OLEIROS","MONTE","4730-325","PT"
"0011o00001VVjDtAAL","509808166","VERAE, LDA","TRAVESSA DO VELOSO, 73 1ºFTE.","PORTO","4200-518","PT"
"0011o00001VW129AAD","509793347","REFLEXOS LUMINOSOS - UNIPESSOAL, LDA","RUA DO PADRÃO, 59 - R/C DB","PEDROSO","4415-284","PT"
"0011o00001UxdhIAAR","510514405","CYNERGIA SANTOS, UNIPESSOAL, LDA","RUA DO MIRANTE, 30, AREOSA","VIANA DO CASTELO","4900-837","PT"
"0011o00001UxYERAA3","510176518","GADGETDOMAIN - TECNOLOGIA INFORMÁTICA, UNIPESSOAL, LDA","TRAVESSA DAVID MESTRE, 6, VALE FETAL","CHARNECA DE CAPARICA","2820-691","PT"
"0011o00001UxTllAAF","509068839","PRINFOR - INFORMÁTICA E ELETRODOMÉSTICOS, UNIPESSOAL, LDA","ESTRADA DA CIRCUNVALAÇÃO, 8130","PORTO","4200-163","PT"
"0011o00001UxzC2AAJ","503341975","SOACER - DISTRIBUIÇÃO E COMERCIALIZAÇÃO DE BEBIDAS, LDA","ZONA INDUSTRIAL DO SALGUEIRO, LOTE 19","MANGUALDE","3530-259","PT"
"0011o00001UyDzRAAV","505390418","STAGECOM - COMÉRCIO E SERVIÇOS DE AUDIOVISUAIS, LDA","RUA VALE DE SANTO ANTÓNIO, 143C","LISBOA","1170-378","PT"
"0011o00001VW9daAAD","510823408","UPRINT - TECNOLOGIAS E SOLUÇÕES DE IMPRESSÃO, UNIPESSOAL, LDA","RUA BISPO DOM FLORENTINO ANDRADE E SILVA, 61","SANTA MARIA DA FEIRA","4520-145","PT"
"0011o00001VW33EAAT","510657079","UME - UNIVERSO MÚSICA ELECTRÓNICA, UNIPESSOAL, LDA","RUA PROFESSOR SANTOS LUCAS, 38A LOJA","LISBOA","1500-515","PT"
"0011o00001VW3tPAAT","509225934","REALBOARD, LDA","RUA ALEGRE, 39","PIAS","7830-214","PT"
"0011o00001UznJ2AAJ","511099290","MCI - MAURILIO CAIRES INFORMATICA, LDA","LARGO SAÚDE, 3","FUNCHAL","9000-221","PT"
"0011o00001UzZRpAAN","504740636","WEBTECNICA - COMÉRCIO DE REPRESENTAÇÕES E INFORMÁTICA, LDA","AVENIDA MIGUEL TORGA, 26 LOJA ESQ., URBANIZAÇÃO COLINAS DO CRUZEIRO","ODIVELAS","2675-664","PT"
"0011o00001VTCyXAAX","514800372","BESSESTRING, UNIPESSOAL, LDA","CASAL DO CRUZ DO MARCO, 2","SILVEIRA","2560-541","PT"
"0011o00001Uzm4NAAR","510668470","BCOPI - EQUIPAMENTOS DE ESCRITÓRIO LDA","Caminho Das Virtudes 43, Conjunto Habitacional das Virtudes, bloco 3, 1º Piso","Funchal","9000-163","PT"
"0011o00001UzZY7AAN","514761423","EPISÓDIO PORTÁTIL, UNIPESSOAL, LDA","RUA BARBOSA DO BOCAGE, 53","Sabugal","6320-355","PT"
"0011o00001VVQcLAAX","514073390","HBST - HOTELARIA e RESTAURAÇÃO, UNIPESSOAL LDA","RUA DAS ALFAZEMAS, 30, CASA NOVA","ERICEIRA","2655-206","PT"
"0011o00001VVWx3AAH","500357129","GENERAL ELECTRIC HEALTHCARE PORTUGAL, SOCIEDADE UNIPESSOAL, LDA","AVENIDA DO FORTE, 6/6A","CARNAXIDE","2790-072","PT"
"0011o00001VVVdBAAX","507515374","XPC INFORMÁTICA, LDA","RUA FERNANDO MAURÍCIO, 15A","LISBOA","1950-447","PT"
"0011o00001VVBPeAAP","223346020","CIDÁLIA MARIA MOREIRA DUARTE SOUSA","RUA IRENE LISBOA, 6 - R/C ESQ","ALMADA","2800-600","PT"
"0012400000WmfsVAAR","513413120","INCREDIBLE LUCK, LDA","RUA DO PASSEIO ALEGRE, 20","PORTO","4150-570","PT"
"0012400000WmBoGAAV","503340022","LOGIBÉRICA - SISTEMAS DE INFORMAÇÃO, LDA","RUA ENGENHEIRO FREDERICO ULRICH, 2949, MOREIRA","MAIA","4470-605","PT"
"0012400000WmXftAAF","504010042","V.S.O. - SISTEMAS E EQUIPAMENTOS ELECTRÓNICOS, LDA","ALAMEDA DOS OCEANOS, EDIFÍCIO ECRAN P 3.15.02 D ESCRITÓRIO 4/5, PARQUE DAS NAÇÕES","LISBOA","1990-196","PT"
"0012400000WmBeUAAV","509069401","SMARTCOM - PRODUTOS PARA TELECOMUNICAÇÕES, LDA","Via Eng Belmiro Mendes de Azevedo, 47 Sala 7 (2o piso)","MAIA","4470-151","PT"
"0012400000W4LAjAAN","505476924","OFICINA DOS NEURÓNIOS - INFORMATICA E ELECTRÓNICA, LDA","RUA GENERAL NORTON DE MATOS, 382","PORTO","4050-424","PT"
"0012400000WmBjaAAF","507071581","BYTES E GIFTS - INFORMATICA E PUBLICIDADE, LDA","RUA AUGUSTO NOGUEIRA DA SILVA, 1394","MAIA","4475-133","PT"
"0012400000W4NdVAAV","506789527","NETVIGI - CONSULTADORIA E COMERCIO DE SISTEMAS DE SEGURANÇA, LDA","RUA DOS BOMBEIROS VOLUNTÁRIOS, 3-LOJA G","MALVEIRA","2665-218","PT"
"0012400000aShe6AAC","505175614","E-CÓPIA - COMÉRCIO DE EQUIPAMENTOS DE ESCRITÓRIO, UNIPESSOAL, LDA","AVENIDA DO PAÇO, 233","MEIXOMIL","4595-278","PT"
"0012400000aShjMAAS","507683617","INSERTPAGE - INFORMÁTICA, LDA","RUA MOSTEIRO DE FERREIRA, 234","PAÇOS DE FERREIRA","4590-601","PT"
"0012400000Wn0h4AAB","502954477","ASG - APOIO A SOFTWARE DE GESTÃO, LDA","RUA 28 DE JANEIRO, 350","VILA NOVA DE GAIA","4400-335","PT"
"0012400000W4OFKAA3","502803355","C.D.I. - COMPANHIA DISTRIBUIDORA DE INFORMATICA, LDA","RUA DO VISCONDE BÓBEDA, 71","PORTO","4000-109","PT"
"0012400000W4FwTAAV","223596825","DUARTE, SÉRGIO VALÉRIO PERALTA","RUA DOM DINIS, 9, VENDA DO VALADOR","VENDA DO PINHEIRO","2665-600","PT"
"0012400000W5AChAAN","502670355","TCSI - DIGIBÉRIA TECNOLOGIAS DE INFORMAÇÃO, S.A.","ESTRADA DE PAÇO DE ARCOS, EDIFÍCIO D LOJA 1, ZOOM BUSINESS PARK - ESTRADA NACIONAL 249-3","AGUALVA-CACÉM","2735-307","PT"
"0012400000WmBqMAAV","505317087","BCN - SISTEMAS DE ESCRITÓRIO E IMAGEM, S.A.","RUA MAURÍCIO LOURENÇO DE OLIVEIRA, 158, PARQUE EMPRESARIAL DA MADALENA","VILA NOVA DE GAIA","4405-034","PT"
"0012400000WmByQAAV","503437832","PCOM - PROGRAMAÇÃO DE COMPUTADORES, LDA","RUA BARÃO CORVO, 880 6º SALA 36","VILA NOVA DE GAIA","4400-037","PT"
"0012400000WmEyXAAV","504539329","FTP - COMÉRCIO DE EQUIPAMENTO INFORMÁTICO, LDA","RUA TRINDADE COELHO, 168, ÁGUAS SANTAS","MAIA","4425-411","PT"
"0012400000aQKrIAAW","513855726","FIRST FRAME - COMMUNICATION SYSTEMS, LDA","VIA DO ORIENTE, 16 2º ESCRITÓRIO 10","LISBOA","1990-514","PT"
